ENTITY_BKEY,ENTITY_NAME,ENTITY_COUNTRY,LEGAL_FORM,ENTITY_STATUS,REGISTRATION_AUTHORITY,ENTITY_CURRENCY,TRN,TIN,TAX_RESIDENCE,TIN_REGISTRATION_DATE,TIN_2,TAX_RESIDENCE_2,TIN_REGISTRATION_DATE_2,TIN_3,TAX_RESIDENCE_3,TIN_REGISTRATION_DATE_3,SERVICE_OFFICE,SCOPE_ADMIN_SERVICES,FORMATION_DATE,VAT_GST_CODE,VAT_GST_COUNTRY,VAT_GST_CODE_2,VAT_GST_COUNTRY_2,VAT_GST_CODE_3,VAT_GST_COUNTRY_3,ACCOUNTING_SYSTEM,_MODIFIED
12113221,BPEA FUND IX PTE. LTD.,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202450711Z,202450711Z,SG,18/12/2024,,,,,,,VISTRA,Fund Administration,18/12/2024,202450711Z,SG,,,,,,2025-05-06 00:13:51.000 Z
HK-438229,Talos Parent Holding Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77489326,77489326,HK,19/12/2024,,,,,,,VISTRA,Co-Sec,19/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438230,Talos MidCo Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77495294,77495294,HK,19/12/2024,,,,,,,VISTRA,Co-Sec,19/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438231,Talos Group Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77502665,77502665,HK,20/12/2024,,,,,,,VISTRA,Co-Sec,20/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438232,Chromous Parent Holding Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77509879,77509879,HK,23/12/2024,,,,,,,VISTRA,Co-Sec,23/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438233,Chromous TopCo Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77515747,77515747,HK,24/12/2024,,,,,,,VISTRA,Co-Sec,24/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438234,Chromous MidCo Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77521932,77521932,HK,27/12/2024,,,,,,,VISTRA,Co-Sec,27/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-438235,Chromous Group Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77527409,77527409,HK,30/12/2024,,,,,,,VISTRA,Co-Sec,30/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12114480,Minerva GP II Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,417287,,,,,,,,,,VISTRA,Fund Administration,09/01/2025,,,,,,,,2025-05-06 00:13:51.000 Z
12122341,NOLANA PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202506563G,202506563G,SG,14/02/2025,,,,,,,VISTRA,Fund Administration,14/02/2025,202506563G,SG,,,,,,2025-05-06 00:13:51.000 Z
12122332,SMILACINA PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202506568C,202506568C,SG,14/02/2025,,,,,,,VISTRA,Fund Administration,14/02/2025,202506568C,SG,,,,,,2025-05-06 00:13:51.000 Z
12122340,NOLANA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202506610E,202506610E,SG,14/02/2025,,,,,,,VISTRA,Fund Administration,14/02/2025,202506610E,SG,,,,,,2025-05-06 00:13:51.000 Z
12122339,SMILACINA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202506614H,202506614H,SG,14/02/2025,,,,,,,VISTRA,Fund Administration,14/02/2025,202506614H,SG,,,,,,2025-05-06 00:13:51.000 Z
12131954,Amigo Co-Investment GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,419951,,,,,,,,,,VISTRA,Fund Administration,20/03/2025,,,,,,,,2025-05-06 00:13:51.000 Z
