ENTITY_BKEY,ENTITY_NAME,ENTITY_COUNTRY,LEGAL_FORM,ENTITY_STATUS,REGISTRATION_AUTHORITY,ENTITY_CURRENCY,TRN,TIN,TAX_RESIDENCE,TIN_REGISTRATION_DATE,TIN_2,TAX_RESIDENCE_2,TIN_REGISTRATION_DATE_2,TIN_3,TAX_RESIDENCE_3,TIN_REGISTRATION_DATE_3,SERVICE_OFFICE,SCOPE_ADMIN_SERVICES,FORMATION_DATE,VAT_GST_CODE,VAT_GST_COUNTRY,VAT_GST_CODE_2,VAT_GST_COUNTRY_2,VAT_GST_CODE_3,VAT_GST_COUNTRY_3,ACCOUNTING_SYSTEM,_MODIFIED
10032985,BPEA IV HOLDINGS PTE. LIMITED,SG,Private Limited Company,Liquidated,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201732173M,201732173M,SG,08/11/2017,,,,,,,VISTRA,Fund Administration,08/11/2017,201732173M,SG,,,,,,2025-05-06 00:13:51.000 Z
10032219,BPEA V HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201732174D,201732174D,SG,08/11/2017,,,,,,,VISTRA,Fund Administration,08/11/2017,201732174D,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032163,BPEA VI HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201732175N,201732175N,SG,08/11/2017,,,,,,,VISTRA,Fund Administration,08/11/2017,201732175N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032811,EMPRESAS ALEGRAS HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201733388E,201733388E,SG,20/11/2017,,,,,,,VISTRA,Fund Administration,20/11/2017,201733388E,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032116,Trim Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,329605,,,,,,,,,,VISTRA,Fund Administration,24/11/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032115,Angel Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,329607,,,,,,,,,,VISTRA,Fund Administration,24/11/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032113,SARBACANE LIMITED,KY,Exempted Company,In liquidation,Cayman Islands General Registry,USD,329609,,,,,,,,,,VISTRA,Fund Administration,24/11/2017,,,,,,,,2025-05-06 00:13:51.000 Z
10032731,TAKA HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201734561H,201734561H,SG,30/11/2017,,,,,,,VISTRA,Fund Administration,30/11/2017,201734561H,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811457,Empresas Diesel B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,70244766,858211191,NL,05/12/2017,,,,,,,VISTRA,Fund Administration,05/12/2017,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033132,Hulk Property Company Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1964033,,,,,,,,,,VISTRA,Fund Administration,15/12/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033120,Hulk Operations Company Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1964036,,,,,,,,,,VISTRA,Fund Administration,15/12/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033112,Hulk Logistic Investments Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1964055,,,,,,,,,,VISTRA,Fund Administration,15/12/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10037091,HCP Midco Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1964323,,,,,,,,,,VISTRA,Fund Administration,19/12/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033627,HCP Topco Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1964328,,,,,,,,,,VISTRA,Fund Administration,19/12/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032110,BPEA Fund VII Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,331766,,,,,,,,,,VISTRA,Fund Administration,23/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032108,BPEA Real Estate II Fund Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,331768,,,,,,,,,,VISTRA,Fund Administration,23/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032109,Angel Parent Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,331775,,,,,,,,,,VISTRA,Fund Administration,23/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032978,Diesel Co-Investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,94530,,,,,,,,,,VISTRA,Fund Administration,24/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033127,BPEA Private Equity GP VII Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,332034,,,,,,,,,,VISTRA,Fund Administration,29/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033129,"BPEA Private Equity GP VII, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,94544,,,,,,,,,,VISTRA,Fund Administration,29/01/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11875646,BPEA Real Estate GP II S.à r.l.,LU,Société à responsabilité limitée,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",EUR,B222040,20182408167,LU,02/02/2018,,,,,,,VISTRA,Fund Administration,02/02/2018,LU33096967,LU,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11875645,"BPEA Real Estate Fund II, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B222090,20185800777,LU,12/02/2018,,,,,,,VISTRA,Fund Administration,12/02/2018,LU33097270,LU,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11875719,BPEA Private Equity GP VII S.à r.l.,LU,Société à responsabilité limitée,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",EUR,B222407,20182411192,LU,13/02/2018,,,,,,,VISTRA,Fund Administration,13/02/2018,LU33096664,LU,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032987,DAEHAG HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201805818K,201805818K,SG,14/02/2019,,,,,,,VISTRA,Fund Administration,14/02/2018,201805818K,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11875720,"BPEA Private Equity Fund VII, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B222482,20185801102,LU,07/03/2018,,,,,,,VISTRA,Fund Administration,07/03/2018,LU33097068,LU,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811557,CitiusTech Holdco B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,71170839,858608030,NL,15/03/2018,,,,,,,VISTRA,Fund Administration,15/03/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811558,Firefly Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,71170901,858608054,NL,15/03/2018,,,,,,,VISTRA,Fund Administration,15/03/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811556,Afsluitdijk Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,71181369,858611685,NL,15/03/2018,,,,,,,VISTRA,Fund Administration,15/03/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032730,"BPEA Private Equity Fund VII, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,95542,,,,,,,,,,VISTRA,Fund Administration,04/04/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033521,"BPEA Real Estate Fund II Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,95736,,,,,,,,,,VISTRA,Fund Administration,11/04/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033674,Salt Investment Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1980231,,,,,,,,,,VISTRA,Fund Administration,23/05/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032989,"Bach Management, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,96627,,,,,,,,,,VISTRA,Fund Administration,05/06/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033675,Global City Properties Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1982695,,,,,,,,,,VISTRA,Fund Administration,14/06/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033618,Safari GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,339049,,,,,,,,,,VISTRA,Fund Administration,29/06/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032249,Safari Holdings GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,339051,,,,,,,,,,VISTRA,Fund Administration,29/06/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033083,"BPEA Private Equity Fund VII, L.P.1",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,97704,,,,,,,,,,VISTRA,Fund Administration,08/08/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033103,Daehag (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1988928,,,,,,,,,,VISTRA,Fund Administration,10/08/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032728,BPEA REAL ESTATE II PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201832118N,201832118N,SG,19/09/2018,,,,,,,VISTRA,Fund Administration,19/09/2018,201832118N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811802,BPEA VII Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,72665211,859189466,NL,21/09/2018,,,,,,,VISTRA,Fund Administration,21/09/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032784,WASHI PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201839224M,201839224M,SG,20/11/2017,,,,,,,VISTRA,Fund Administration,19/11/2018,201839224M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032800,NAMU HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201839227E,201839227E,SG,06/09/2019,,,,,,,VISTRA,Fund Administration,19/11/2018,201839227E,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033107,Linkong One Investment Holdings (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1999090,,,,,,,,,,VISTRA,Fund Administration,22/11/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033106,Linkong One Investment (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1999093,,,,,,,,,,VISTRA,Fund Administration,22/11/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033133,Linkong Two Investment Holdings (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1999114,,,,,,,,,,VISTRA,Fund Administration,22/11/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033109,Linkong Two Investment (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1999123,,,,,,,,,,VISTRA,Fund Administration,22/11/2018,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811905,Maple I B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,73552232,859573400,NL,28/12/2018,,,,,,,VISTRA,Fund Administration,28/12/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811907,Fort Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,73563013,859578926,NL,28/12/2018,,,,,,,VISTRA,Fund Administration,28/12/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811906,Maple II B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,73570605,859583016,NL,28/12/2018,,,,,,,VISTRA,Fund Administration,28/12/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811908,Fort B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,73573809,859584653,NL,28/12/2018,,,,,,,VISTRA,Fund Administration,28/12/2018,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811931,Afsluitdijk B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,73872415,859694306,NL,31/01/2019,,,,,,,VISTRA,Fund Administration,31/01/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11811959,Fort India B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,74103784,859773474,NL,25/02/2019,,,,,,,VISTRA,Fund Administration,25/02/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033603,"Agora Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,100990,,,,,,,,,,VISTRA,Fund Administration,02/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033599,"Agora, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,100991,,,,,,,,,,VISTRA,Fund Administration,02/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033597,Agora GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,349685,,,,,,,,,,VISTRA,Fund Administration,02/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033232,Hulk GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,350302,,,,,,,,,,VISTRA,Fund Administration,18/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033522,Triton Topco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,350476,,,,,,,,,,VISTRA,Fund Administration,26/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033532,Triton Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,350489,,,,,,,,,,VISTRA,Fund Administration,26/04/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812014,CitiusTech Healthcare B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,74695916,859995872,NL,29/04/2019,,,,,,,VISTRA,Fund Administration,29/04/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033605,"Pulse Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,101896,,,,,,,,,,VISTRA,Fund Administration,29/05/2019,,,,,,,,2025-05-06 00:13:51.000 Z
10033440,"EduCo Continuation Fund, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,102109,,,,,,,,,,VISTRA,Fund Administration,07/06/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033498,BPEA Private Equity Fund VII Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,102245,,,,,,,,,,VISTRA,Fund Administration,11/06/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033535,Hellas Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,352385,,,,,,,,,,VISTRA,Fund Administration,11/06/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033534,Hellas Topco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,352386,,,,,,,,,,VISTRA,Fund Administration,11/06/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033439,EDUCO CONTINUATION FUND PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201919043E,201919043E,SG,13/06/2019,,,,,,,VISTRA,Fund Administration,13/06/2019,201919043E,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033601,"Agora Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,102257,,,,,,,,,,VISTRA,Fund Administration,17/06/2019,,,,,,,,2025-05-06 00:13:51.000 Z
10033229,"Hulk Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,102269,,,,,,,,,,VISTRA,Fund Administration,18/06/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033614,"Fort Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,102391,,,,,,,,,,VISTRA,Fund Administration,25/06/2019,,,,,,,,2025-05-06 00:13:51.000 Z
11812120,Barolo Top B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,75566168,860325702,NL,09/08/2019,,,,,,,VISTRA,Fund Administration,09/08/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812111,Breskens Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,75592290,860333887,NL,15/08/2019,,,,,,,VISTRA,Fund Administration,15/08/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812112,Breskens B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,75599295,860336086,NL,15/08/2019,,,,,,,VISTRA,Fund Administration,15/08/2019,NL860336086B02,NL,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033446,"Knight Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,103262,,,,,,,,,,VISTRA,Fund Administration,23/08/2019,,,,,,,,2025-05-06 00:13:51.000 Z
10033390,BLETCHLEY HOLDING PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201929146K,201929146K,SG,03/09/2019,,,,,,,VISTRA,Fund Administration,03/09/2019,201929146K,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033389,BLETCHLEY PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201929157N,201929157N,SG,03/09/2019,,,,,,,VISTRA,Fund Administration,03/09/2019,201929157N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033392,NAMU HOLDINGS PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201929726M,201929726M,SG,06/09/2019,,,,,,,VISTRA,Fund Administration,06/09/2019,201929726M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812175,Barolo Mezz B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,76057240,860492278,NL,08/10/2019,,,,,,,VISTRA,Fund Administration,08/10/2019,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033499,"BPEA Bluebonnet Partners, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,103891,,,,,,,,,,VISTRA,Fund Administration,14/10/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033558,BLETCHLEY PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201936452M,201936452M,SG,30/10/2019,,,,,,,VISTRA,Fund Administration,30/10/2019,201936452M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033577,Hellenic Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,2025703,,,,,,,,,,VISTRA,Fund Administration,08/11/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033648,Nullarbor Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,357639,,,,,,,,,,VISTRA,Fund Administration,27/11/2019,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033768,BPN Partnership Fund L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,104767,,,,,,,,,,VISTRA,Fund Administration,18/12/2019,,,,,,,,2025-05-06 00:13:51.000 Z
10034982,NANYANG HOLDING AGRI CS CLOUD PRIVATE LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),SGD,201943212C,201943212C,SG,23/12/2019,,,,,,,VISTRA,Fund Administration,23/12/2019,201943212C,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034985,NANYANG INVEST AGRI CS CLOUD PRIVATE LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),SGD,201943213M,201943213M,SG,23/12/2019,,,,,,,VISTRA,Fund Administration,23/12/2019,201943213M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812232,Dundas I B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,76946975,860849934,NL,07/01/2020,,,,,,,VISTRA,Fund Administration,07/01/2020,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10033852,Billy Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,362034,,,,,,,,,,VISTRA,Fund Administration,17/04/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033848,CHIE INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202011855W,202011855W,SG,20/04/2020,,,,,,,VISTRA,Fund Administration,20/04/2020,202011855W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033850,SHRINE INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202011862W,202011862W,SG,20/04/2020,,,,,,,VISTRA,Fund Administration,20/04/2020,202011862W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033851,SHRINE PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202011864Z,202011864Z,SG,20/04/2020,,,,,,,VISTRA,Fund Administration,20/04/2020,202011864Z,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033849,CHIE PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202011873C,202011873C,SG,20/04/2020,,,,,,,VISTRA,Fund Administration,20/04/2020,202011873C,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033843,WINDFLOWER INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202012423R,202012423R,SG,28/04/2020,,,,,,,VISTRA,Fund Administration,28/04/2020,202012423R,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033844,WINDFLOWER PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202012425W,202012425W,SG,28/04/2020,,,,,,,VISTRA,Fund Administration,28/04/2020,202012425W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033845,THUNBERGIA INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202012426H,202012426H,SG,28/04/2020,,,,,,,VISTRA,Fund Administration,28/04/2020,202012426H,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033846,THUNBERGIA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202012427Z,202012427Z,SG,28/04/2020,,,,,,,VISTRA,Fund Administration,28/04/2020,202012427Z,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812344,HT Global Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,77962109,861215187,NL,04/05/2020,,,,,,,VISTRA,Fund Administration,04/05/2020,AAFCH2795D,IN,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034002,Deltoton Parent Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,362848,,,,,,,,,,VISTRA,Fund Administration,19/05/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034001,Deltoton Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,362849,,,,,,,,,,VISTRA,Fund Administration,19/05/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812373,Sagility Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,78240395,861314906,NL,08/06/2020,,,,,,,VISTRA,Fund Administration,08/06/2020,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812374,Sagility B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,78240557,861315030,NL,08/06/2020,,,,,,,VISTRA,Fund Administration,08/06/2020,NL861315030B01,NL,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034632,CHINA CORE TECHNOLOGY CORPORATION LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,102688,,,,,,,,,,VISTRA,Fund Administration,26/07/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034007,"Supreme, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,108076,,,,,,,,,,VISTRA,Fund Administration,20/08/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034008,"Supreme Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,108077,,,,,,,,,,VISTRA,Fund Administration,20/08/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034005,Supraphon GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,365342,,,,,,,,,,VISTRA,Fund Administration,20/08/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812409,Crown Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,80139434,861565253,NL,21/08/2020,,,,,,,VISTRA,Fund Administration,21/08/2020,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
